Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10006065514,VAN VLEUTEN Annemiek,NETHERLANDS,MOV,39,3177
2,10015146633,VOLLERING Demi,NETHERLANDS,SDW,25,2563
3,10007614985,LONGO BORGHINI Elisa,ITALY,TFS,30,2509
4,10003114488,VOS Marianne,NETHERLANDS,JVW,34,2477
5,10008683807,LUDWIG Cecilie,DENMARK,FDJ,26,1692
6,10005972655,VAN DER BREGGEN Anna,NETHERLANDS,SDW,31,1640
7,10008682490,NIEWIADOMA Katarzyna,POLAND,CSR,27,1463
8,10058433891,REUSSER Marlen,SWITZERLAND,ALE,30,1275
9,10005498264,VAN DEN BROEK-BLAAK Chantal,NETHERLANDS,SDW,32,1091
10,10014329207,BROWN Grace,AUSTRALIA,BEX,29,1066
11,10045936958,CHABBEY Elise,SWITZERLAND,CSR,28,946
12,10062147678,FAULKNER Kristen,UNITED STATES OF AMERICA,TIB,29,923
13,10006919619,MOOLMAN-PASIO Ashleigh,SOUTH AFRICA,SDW,36,911
14,10004602935,BRENNAUER Lisa,GERMANY,WNT,33,824
15,10010182657,BALSAMO Elisa,ITALY,VAL,23,779
16,10007350459,KOPECKY Lotte,BELGIUM,LIV,26,721
17,10004598891,DEIGNAN Elizabeth,GREAT BRITAIN,TFS,33,696
18,10009749894,LABOUS Juliette,FRANCE,DSM,23,692
18,10011143260,CAVALLI Marta,ITALY,FDJ,23,692
20,10007524453,PALADIN Soraya,ITALY,LIV,28,690
21,10004779252,PIETERS Amy,NETHERLANDS,SDW,30,687
22,10039854755,GARCIA CAÑELLAS Margarita Victo,SPAIN,ALE,37,644
23,10014173300,WIEBES Lorena,NETHERLANDS,DSM,22,630
24,10003267163,BASTIANELLI Marta,ITALY,ALE,34,610
25,10015197456,BJERG Emma Cecilie,DENMARK,MOV,22,568
26,10010660785,BERTIZZOLO Sofia,ITALY,LIV,24,539
27,10003264335,VAN DIJK Ellen,NETHERLANDS,TFS,34,528
28,10003270601,SPRATT Amanda,AUSTRALIA,BEX,34,510
29,10008684312,MACKAIJ Floortje,NETHERLANDS,DSM,26,502
30,10010941277,MUZIC Evita,FRANCE,FDJ,22,496
31,10007501518,WINDER Ruth,UNITED STATES OF AMERICA,TFS,28,488
32,10015335074,GEORGI Pfeiffer,GREAT BRITAIN,DSM,21,482
33,10014049523,LIPPERT Liane,GERMANY,DSM,23,441
34,10006881122,CECCHINI Elena,ITALY,SDW,29,435
35,10008130503,BARNES Alice,GREAT BRITAIN,CSR,26,419
36,10007969037,ROOIJAKKERS Pauliena,NETHERLANDS,LIV,28,404
37,10002741545,GUDERZO Tatiana,ITALY,ALE,37,388
38,10015328711,COPPONI Clara,FRANCE,FDJ,22,384
39,10010118292,THOMAS Leah,UNITED STATES OF AMERICA,MOV,32,356
40,10021707267,FISHER-BLACK Niamh,NEW ZEALAND,SDW,21,348
41,10009686038,JACKSON Alison,CANADA,LIV,33,339
42,10015360134,AALERUD Katrine,NORWAY,MOV,27,330
43,10005781584,HOSKING Chloe,AUSTRALIA,TFS,31,327
44,10014189262,VERHULST Gladys,FRANCE,ARK,24,320
45,10008685423,MARKUS Riejanne,NETHERLANDS,JVW,27,316
46,10009457076,ROY Sarah,AUSTRALIA,BEX,35,307
47,10031546808,GASPARRINI Eleonora Camilla,ITALY,VAL,19,286
48,10048328010,MAGNALDI Erica,ITALY,WNT,29,284
49,10006140181,STULTIENS Sabrina,NETHERLANDS,LIV,28,281
50,10006131693,RIVERA Coryn,UNITED STATES OF AMERICA,DSM,29,277
51,10005540906,CORDON RAGOT Audrey,FRANCE,TFS,32,273
52,10009773035,KOPPENBURG Clara,GERMANY,RLW,26,264
53,10006579715,BIANNIC Aude,FRANCE,MOV,30,262
54,10004779050,D'HOORE Jolien,BELGIUM,SDW,31,260
55,10015331236,KOCH Franziska,GERMANY,DSM,21,256
56,10006605680,BRAND Lucinda,NETHERLANDS,TFS,32,237
57,10004597881,FAHLIN Emilia,SWEDEN,FDJ,33,220
58,10011047573,ANDERSEN Susanne,NORWAY,DSM,23,212
59,10023769024,HENDERSON Anna,GREAT BRITAIN,JVW,23,204
60,10006412589,BUJAK Eugenia,SLOVENIA,ALE,32,196
60,10009894485,KOREVAAR Jeanne,NETHERLANDS,LIV,25,196
60,10010616834,CHAPMAN Brodie,AUSTRALIA,FDJ,30,196
63,10005669935,MAJERUS Christine,LUXEMBOURG,SDW,34,191
64,10015660026,CONSONNI Chiara,ITALY,VAL,22,190
65,10007342476,NEYLAN Rachel,AUSTRALIA,PHV,39,179
66,10006456443,KIRCHMANN Leah,CANADA,DSM,31,176
66,10023847129,SHACKLEY Anna,GREAT BRITAIN,SDW,20,176
68,10008651572,GUTIERREZ RUIZ Sheyla,SPAIN,MOV,27,163
69,10006489684,SANTESTEBAN GONZALEZ Ane,SPAIN,BEX,31,152
70,10008838401,STEPHENS Lauren,UNITED STATES OF AMERICA,TIB,35,148
71,10002919175,WILD Kirsten,NETHERLANDS,WNT,39,140
72,10006727538,ENSING Janneke,NETHERLANDS,BEX,35,136
73,10007199808,SIERRA CANADILLA Arlenis,CUBA,MNX,29,134
74,10014629705,NOVOLODSKAIA Mariya,RUSSIAN FEDERATION,MNX,22,132
75,10018895580,LOWDEN Joscelin,GREAT BRITAIN,DRP,34,131
76,10015011843,HARVEY Mikayla,NEW ZEALAND,CSR,23,128
77,10010660684,RAGUSA Katia,ITALY,MNX,24,126
77,10015509775,VAN DER HULST Amber,NETHERLANDS,PHV,22,126
79,10023656260,VAS Kata Blanka,HUNGARY,SDW,20,123
80,10022750322,UNEKEN Lonneke,NETHERLANDS,SDW,21,121
80,10022772146,BREDEWOLD Mischa,NETHERLANDS,PHV,21,121
82,10007742705,DUVAL Eugénie,FRANCE,FDJ,28,111
83,10007968936,KOSTER Anouska,NETHERLANDS,JVW,28,110
84,10009495371,VAN 'T GELOOF Maria Apolonia,NETHERLANDS,DRP,25,105
85,10007348237,BARNES Hannah,GREAT BRITAIN,CSR,28,100
86,10004596770,CROMWELL Tiffany,AUSTRALIA,CSR,33,88
86,10007859206,PINTAR Urska,SLOVENIA,ALE,36,88
86,10010753947,PERSICO Silvia,ITALY,VAL,24,88
89,10086136182,SMITH Abi,GREAT BRITAIN,TIB,19,87
90,10006324279,LETH Julie,DENMARK,WNT,29,86
90,10015606068,HARRIS Ella,NEW ZEALAND,CSR,23,86
92,10004603137,KASPER Romy,GERMANY,JVW,33,84
92,10004735806,KESSLER Nina,NETHERLANDS,TIB,33,84
92,10008990163,KASTELIJN Yara,NETHERLANDS,PLP,24,84
92,10016031858,MARKUS Femke,NETHERLANDS,PHV,25,84
96,10007762408,ERIĆ Jelena,SERBIA,MOV,25,74
96,10008676228,CHURSINA Anastasiia,RUSSIAN FEDERATION,ALE,26,74
98,10014838556,KENNEDY Lucy,AUSTRALIA,BEX,33,72
99,10007278822,CONFALONIERI Maria Giulia,ITALY,WNT,28,64
99,10007825456,HANSON Lauretta,AUSTRALIA,TFS,27,64
99,10042147793,MERINO CORTAZAR Eider,SPAIN,MNX,27,64
102,10009487085,DIDERIKSEN Amalie,DENMARK,TFS,25,61
103,10008965814,KLEIN Lisa,GERMANY,CSR,25,59
104,10015761268,KOOL Charlotte,NETHERLANDS,NXG,22,58
105,10009377961,DOEBEL-HICKOK Krista,UNITED STATES OF AMERICA,RLW,32,56
106,10010200946,BOOGAARD Maaike,NETHERLANDS,ALE,23,55
107,10005492002,AMIALIUSIK Alena,BELARUS,CSR,32,48
107,10010971589,NILSSON Hanna,SWEDEN,LSL,29,48
107,10015335579,JASKULSKA Marta,POLAND,LIV,21,48
107,10023137817,SMULDERS Silke,NETHERLANDS,LSL,20,48
107,10029919329,MALCOTTI Barbara,ITALY,VAL,21,48
107,10079063367,BEEKHUIS Teuntje,NETHERLANDS,JVW,26,48
113,10010181849,NEUMANOVÁ Tereza,CZECH REPUBLIC,WCS,23,44
114,10007401181,BORGLI Stine,NORWAY,FDJ,31,40
114,10007816766,ARZUFFI Alice Maria,ITALY,VAL,27,40
114,10007992881,WILES Tayler,UNITED STATES OF AMERICA,TFS,32,40
114,10009154861,KERN Špela,SLOVENIA,MAT,31,40
114,10009639962,LACH Marta,POLAND,WNT,24,40
114,10009877008,GROSSETETE Maëlle,FRANCE,FDJ,23,40
114,10014963040,SILVESTRI Debora,ITALY,TOP,23,40
114,10015331337,PIRRONE Elena,ITALY,VAL,22,40
114,10022837521,VAN ANROOIJ Shirin,NETHERLANDS,TFS,19,40
123,10006875866,MOBERG Emilie,NORWAY,DRP,30,38
123,10023522278,LE NET Marie,FRANCE,FDJ,21,38
125,10005886365,GUARISCHI Barbara,ITALY,MOV,31,34
125,10015661844,TOMASI Laura,ITALY,ALE,22,34
125,10118397877,EWERS Veronica,UNITED STATES OF AMERICA,TIB,27,34
128,10001441139,ZABELINSKAYA Olga,UZBEKISTAN,CGS,41,32
128,10006380762,HAMMES Kathrin,GERMANY,WNT,32,32
128,10007917608,DE JONG Thalita,NETHERLANDS,CCT,28,32
128,10009857103,SWINKELS Karlijn,NETHERLANDS,JVW,23,32
128,10009902367,GUILMAN Victorie,FRANCE,FDJ,25,32
128,10010199027,JOUNIER Lucie,FRANCE,ARK,23,32
128,10015339118,GUAZZINI Vittoria,ITALY,VAL,21,32
128,10015577574,MARTINS Maria,PORTUGAL,DRP,22,32
128,10016311744,MARTIN MARTIN Sara,SPAIN,MOV,22,32
128,10022680301,VAN BOKHOVEN Julia,NETHERLANDS,PHV,20,32
128,10025981028,GRANGIER India,FRANCE,SRC,21,32
139,10003293940,CANT Sanne,BELGIUM,PLP,31,28
139,10011154475,ALONSO DOMINGUEZ Sandra,SPAIN,BDU,23,28
141,10006578907,FOURNIER Roxane,FRANCE,SDW,30,26
142,10007709460,RYAN Alexis,UNITED STATES OF AMERICA,CSR,27,24
142,10008635610,SANGUINETI Ilaria,ITALY,VAL,27,24
142,10013635756,LEVENEZ Sandra,FRANCE,ARK,42,24
142,10013775192,BRAAM Danique,NETHERLANDS,LSL,26,24
142,10015509977,DE ZOETE Mylene,NETHERLANDS,NXG,22,24
142,10029203246,PIERGIOVANNI Federica,ITALY,VAL,20,24
142,10104638833,KRAAK Amber,NETHERLANDS,JVW,27,24
149,10008601860,GONZALEZ BLANCO Alicia,SPAIN,MOV,26,23
150,10030159607,ZANARDI Silvia,ITALY,BPK,21,20
151,10080487247,NELSON Josie,GREAT BRITAIN,HPU,19,18
152,10007073708,VAN GOGH Natalie,NETHERLANDS,CCT,47,16
152,10007874057,HEINE Vita,NORWAY,MAT,37,16
152,10008651168,OYARBIDE JIMENEZ Lourdes,SPAIN,MOV,27,16
152,10009196590,SALAZAR VAZQUEZ Lizbeth Yarely,MEXICO,MNX,25,16
152,10009326128,SIMMONDS Hayley,GREAT BRITAIN,CAT,33,16
152,10009409788,PENTON Sara,SWEDEN,DRP,33,16
152,10009862254,SCHWEINBERGER Kathrin,AUSTRIA,DVE,25,16
152,10009892869,ŽIGART Urška,SLOVENIA,BEX,25,16
152,10010171543,GÅSKJENN Ingvild,NORWAY,HPU,23,16
152,10010713228,ALZINI Martina,ITALY,VAL,24,16
152,10010747277,DRUMMOND Michaela,NEW ZEALAND,BPK,23,16
152,10013791865,VAN DER BURG Nancy,NETHERLANDS,JVW,29,16
152,10015152390,BARIL Olivia,CANADA,MAT,24,16
152,10015510381,VAN HAAFTEN Kirstie,NETHERLANDS,PHV,22,16
152,10020410905,YSLAND Anne Dorthe,NORWAY,HPU,19,16
152,10022303314,BORGSTRÖM Julia,SWEDEN,NXG,20,16
152,10022698485,GERRITSE Femke,NETHERLANDS,PHV,20,16
152,10023490552,WIEL Jade,FRANCE,FDJ,21,16
152,10043842364,LUDWIG Hannah,GERMANY,CSR,21,16
152,10055220767,GIGANTE Sarah,AUSTRALIA,TIB,21,16
152,10064643410,JASTRAB Megan,UNITED STATES OF AMERICA,DSM,19,16
152,10089424381,VIGIE Margaux,FRANCE,VAL,26,16
174,10008954700,SHAPIRA Omer,ISRAEL,CSR,27,11
175,10007272253,DRONOVA Tamara,RUSSIAN FEDERATION,CGS,28,8
175,10008082912,WORST Annemarie,NETHERLANDS,PLP,26,8
175,10008599638,GUTIERREZ ARZALUZ Ariadna,MEXICO,MNX,30,8
175,10008669457,DEMEY Valerie,BELGIUM,LIV,27,8
175,10008884170,VANDENBULCKE Jesse,BELGIUM,LSL,25,8
175,10009040885,YONAMINE Eri,JAPAN,TIB,30,8
175,10010199431,COLBORNE Henrietta,GREAT BRITAIN,GKT,23,8
175,10010661900,PATIÑO BEDOYA Paula Andrea,COLOMBIA,MOV,24,8
175,10013240076,VAN HOUTUM Céline,NETHERLANDS,MUL,24,8
175,10013958482,GRINCZER Natalie,GREAT BRITAIN,CAT,28,8
175,10014963848,MARTURANO Greta,ITALY,TOP,23,8
175,10015265558,OTTESTAD Mie Bjørndal,NORWAY,ASC,24,8
175,10015334872,BOSSUYT Shari,BELGIUM,NXG,21,8
175,10016002960,RAMIREZ FREGOSO Andrea,MEXICO,MNX,22,8
175,10016491596,VAN DE VELDE Julie,BELGIUM,JVW,28,8
175,10022710714,LIMPENS Pien,NETHERLANDS,PHV,20,8
175,10022864500,RIJNBEEK Maud,NETHERLANDS,NXG,19,8
175,10023335756,KNAVEN Britt,BELGIUM,NXG,21,8
175,10023380115,TON Quinty,NETHERLANDS,GKT,23,8
175,10023827628,SHARPE Amelia,GREAT BRITAIN,NXG,20,8
175,10034951003,BAIDAK Anna,RUSSIAN FEDERATION,EIC,21,8
175,10039712184,TRIAS JORDAN Mireia,SPAIN,MAT,21,8
175,10055477516,ERASO LASA Idoia,SPAIN,LKF,19,8
175,10078996780,CAMPBELL Teniel,TRINIDAD AND TOBAGO,BEX,24,8
175,10088366172,MORENO MONTEYS Martina,SPAIN,MAT,20,8
175,10088433466,BIRIUKOVA Yuliia,UKRAINE,EIC,23,8
175,10105104332,SCHWEIKART Aileen,GERMANY,BDU,25,8
